#ID = reference ID
#GeneID = EntrezGene ID
#REFSEQ = RefSeq ID
#GB_ACC = GenBank accession number
#Symbol = Gene symbol
#Description = Description
#OMIM = OMIM ID
#chromosome = chromosome number
#map.location = location on the chromosome
ID	GeneID	REFSEQ	GB_ACC	Symbol	Description	OMIM	chromosome	map.location
DAP4_5345	2204	NM_002000 ; NP_001991 ; NM_133269 ; NP_579803 ; NM_133271 ; NP_579805 ; NM_133272 ; NP_579806 ; NM_133273 ; NP_579807 ; NM_133274 ; NP_579808 ; NM_133277 ; NP_579811 ; NM_133278 ; NP_579812 ; NM_133279 ; NP_579813 ; NM_133280 ; NP_579814	NM_002000	FCAR	Fc fragment of IgA, receptor for	147045	19	19q13.2-q13.4
DAP4_5348	8189	NM_004819 ; NP_004810	NM_004819	SYMPK	symplekin	602388	19	19q13.3
DAP4_5350	6119	NM_002947 ; NP_002938	NM_002947	RPA3	replication protein A3, 14kDa	179837	7	7p22
DAP4_5357	1396	NM_001311 ; NP_001302	NM_001311	CRIP1	cysteine-rich protein 1 (intestinal)	123875	14	14q32.33
DAP4_5361	246	XM_001131480 ; XP_001131480 ; NM_001140 ; NP_001131	XM_001131480	ALOX15	arachidonate 15-lipoxygenase	152392	17	17p13.3
DAP4_5365	9897	NM_014846 ; NP_055661	NM_014846	KIAA0196	KIAA0196	603563 ; 610657	8	8q24.13
DAP4_5366	6000	NM_002924 ; NP_002915	NM_002924	RGS7	regulator of G-protein signalling 7	602517	1	1q43 ; 1q23.1
DAP4_5371	10384	NM_006994 ; NP_008925 ; NM_197974 ; NP_932078	NM_006994	BTN3A3	butyrophilin, subfamily 3, member A3	NA	6	6p21.3
DAP4_5375	4999	NM_006190 ; NP_006181	NM_006190	ORC2L	origin recognition complex, subunit 2-like (yeast)	601182	2	2q33
DAP4_5378	4958	NM_005014 ; NP_005005	NM_005014	OMD	osteomodulin	NA	9	9q22.31
DAP4_5379	8991	NM_003944 ; NP_003935	NM_003944	SELENBP1	selenium binding protein 1	604188	1	1q21-q22
DAP4_5381	8174	NM_130760 ; NP_570116 ; NM_130762 ; NP_570118	NM_130760	MADCAM1	mucosal vascular addressin cell adhesion molecule 1	102670	19	19p13.3
DAP4_5383	10026	NM_005482 ; NP_005473	NM_005482	PIGK	phosphatidylinositol glycan anchor biosynthesis, class K	605087	1	1p31.1
DAP4_5384	4481	NM_002445 ; NP_002436 ; NM_138715 ; NP_619729 ; NM_138716 ; NP_619730	NM_002445	MSR1	macrophage scavenger receptor 1	153622 ; 176807	8	8p22
DAP4_5389	9488	NM_004855 ; NP_004846	NM_004855	PIGB	phosphatidylinositol glycan anchor biosynthesis, class B	604122	15	15q21-q22
DAP4_5394	5558	XM_001134297 ; XP_001134297 ; XM_001134299 ; XP_001134299 ; NM_000947 ; NP_000938	XM_001134297	PRIM2A	primase, polypeptide 2A, 58kDa	176636	6	6p12-p11.1
DAP4_5397	173	NM_001133 ; NP_001124	NM_001133	AFM	afamin	104145	4	4q11-q13
DAP4_5413	325	NM_001639 ; NP_001630	NM_001639	APCS	amyloid P component, serum	104770	1	1q21-q23
DAP4_5444	4647	NM_000260 ; NP_000251	NM_000260	MYO7A	myosin VIIA	276900 ; 276903 ; 600060 ; 601317	11	11q13.5
DAP4_5449	4922	NM_006183 ; NP_006174	NM_006183	NTS	neurotensin	162650	12	12q21
DAP4_5452	2915	NM_000842 ; NP_000833	NM_000842	GRM5	glutamate receptor, metabotropic 5	604102	11	11q14.2-q14.3
DAP4_5468	5578	NM_002737 ; NP_002728	NM_002737	PRKCA	protein kinase C, alpha	176960	17	17q22-q23.2
DAP4_5475	3074	NM_000521 ; NP_000512	NM_000521	HEXB	hexosaminidase B (beta polypeptide)	268800 ; 606873	5	5q13
DAP4_5476	10063	NM_005694 ; NP_005685	NM_005694	COX17	COX17 cytochrome c oxidase assembly homolog (S. cerevisiae)	604813	3	3q13.33
DAP4_5500	9136	NM_004704 ; NP_004695	NM_004704	RRP9	RRP9, small subunit (SSU) processome component, homolog (yeast)	NA	3	3p21.1
DAP4_5504	996	NM_001256 ; NP_001247	NM_001256	CDC27	cell division cycle 27 homolog (S. cerevisiae)	116946	17	17q12-q23.2
DAP4_5508	6557	NM_000338 ; NP_000329	NM_000338	SLC12A1	solute carrier family 12 (sodium/potassium/chloride transporters), member 1	600839 ; 601678	15	15q15-q21.1
DAP4_5510	27	NM_005158 ; NP_005149 ; NM_007314 ; NP_009298	NM_005158	ABL2	v-abl Abelson murine leukemia viral oncogene homolog 2 (arg, Abelson-related gene)	164690	1	1q24-q25
DAP4_5511	51083	NM_015973 ; NP_057057	NM_015973	GAL	galanin	137035	11	11q13.2
DAP4_5516	950	NM_005506 ; NP_005497	NM_005506	SCARB2	scavenger receptor class B, member 2	602257	4	4q21.1
DAP4_5517	8019	NM_007371 ; NP_031397	NM_007371	BRD3	bromodomain containing 3	601541	9	9q34
DAP4_5518	1734	NM_000793 ; NP_000784 ; NM_001007023 ; NP_001007024 ; NM_013989 ; NP_054644	NM_000793	DIO2	deiodinase, iodothyronine, type II	601413	14	14q24.2-q24.3
DAP4_5524	4170	NM_021960 ; NP_068779 ; NM_182763 ; NP_877495	NM_021960	MCL1	myeloid cell leukemia sequence 1 (BCL2-related)	159552	1	1q21
DAP4_5534	2538	NM_000151 ; NP_000142	NM_000151	G6PC	glucose-6-phosphatase, catalytic subunit	232200	17	17q21
DAP4_5537	8454	NM_003592 ; NP_003583	NM_003592	CUL1	cullin 1	603134	7	7q36.1
DAP4_5546	5968	NM_006507 ; NP_006498	NM_006507	REG1B	regenerating islet-derived 1 beta (pancreatic stone protein, pancreatic thread protein)	167771	2	2p12
DAP4_5548	1211	NM_001076677 ; NP_001070145 ; NM_001833 ; NP_001824 ; NM_007096 ; NP_009027	NM_001076677	CLTA	clathrin, light chain (Lca)	118960	9	9p13
DAP4_5550	685	NM_001729 ; NP_001720	NM_001729	BTC	betacellulin	600345	4	4q13-q21
DAP4_5551	948	NM_000072 ; NP_000063 ; NM_001001547 ; NP_001001547 ; NM_001001548 ; NP_001001548	NM_000072	CD36	CD36 molecule (thrombospondin receptor)	173510 ; 248310 ; 608404 ; 610938	7	7q11.2
DAP4_5560	5366	NM_021127 ; NP_066950	NM_021127	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1	604959	18	18q21.32
DAP4_5565	11027	NM_006866 ; NP_006857	NM_006866	LILRA2	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 2	604812	19	19q13.4
DAP4_5567	11072	NM_007026 ; NP_008957	NM_007026	DUSP14	dual specificity phosphatase 14	606618	17	17q12
DAP4_5572	27113	NM_014417 ; NP_055232	NM_014417	BBC3	BCL2 binding component 3	605854	19	19q13.3-q13.4
DAP4_5573	5710	NM_153822 ; NP_722544 ; NM_002810 ; NP_002801	NM_153822	PSMD4	proteasome (prosome, macropain) 26S subunit, non-ATPase, 4	601648	1	1q21.2
DAP4_5576	9718	NM_001037324 ; NP_001032401 ; NM_014693 ; NP_055508	NM_001037324	ECE2	endothelin converting enzyme 2	610145	3	. ; 3q28-q29
DAP4_5581	3963	NM_002307 ; NP_002298	NM_002307	LGALS7	lectin, galactoside-binding, soluble, 7 (galectin 7)	600615	19	19q13.2
DAP4_5583	2853	NM_005299 ; NP_005290	NM_005299	GPR31	G protein-coupled receptor 31	602043	6	6q27
DAP4_5588	9295	NM_004768 ; NP_004759	NM_004768	SFRS11	splicing factor, arginine/serine-rich 11	602010	1	1p31
DAP4_5591	7709	NM_003443 ; NP_003434	NM_003443	ZBTB17	zinc finger and BTB domain containing 17	604084	1	1p36.2-p36.1
DAP4_5599	9055	NM_003981 ; NP_003972 ; NM_199413 ; NP_955445 ; NM_199414 ; NP_955446	NM_003981	PRC1	protein regulator of cytokinesis 1	603484	15	15q26.1
DAP4_5600	1200	NM_000391 ; NP_000382	NM_000391	TPP1	tripeptidyl peptidase I	204500 ; 607998	11	11p15
DAP4_5602	10140	NM_005749 ; NP_005740	NM_005749	TOB1	transducer of ERBB2, 1	605523	17	17q21
DAP4_5607	8506	NM_003632 ; NP_003623	NM_003632	CNTNAP1	contactin associated protein 1	602346	17	17q21
DAP4_5615	6505	NM_004170 ; NP_004161	NM_004170	SLC1A1	solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1	133550	9	9p24
DAP4_5618	5813	NM_005859 ; NP_005850	NM_005859	PURA	purine-rich element binding protein A	600473	5	5q31
DAP4_5625	3005	NM_005318 ; NP_005309	NM_005318	H1F0	H1 histone family, member 0	142708	22	22q13.1
DAP4_5626	51642	NM_001030046 ; NP_001025217 ; NM_016055 ; NP_057139	NM_001030046	MRPL48	mitochondrial ribosomal protein L48	NA	11	11q13.4
DAP4_5629	11333	NM_014891 ; NP_055706	NM_014891	PDAP1	PDGFA associated protein 1	607075	7	7q22.1
DAP4_5632	885	NM_000729 ; NP_000720	NM_000729	CCK	cholecystokinin	118440	3	3p22-p21.3
DAP4_5633	265	NM_001142 ; NP_001133 ; NM_182680 ; NP_872621 ; NM_182681 ; NP_872622	NM_001142	AMELX	amelogenin (amelogenesis imperfecta 1, X-linked)	300391 ; 301200	X	Xp22.31-p22.1
DAP4_5639	2781	NM_002073 ; NP_002064	NM_002073	GNAZ	guanine nucleotide binding protein (G protein), alpha z polypeptide	139160	22	22q11.22
DAP4_5643	5031	NM_004154 ; NP_004145 ; NM_176796 ; NP_789766 ; NM_176797 ; NP_789767 ; NM_176798 ; NP_789768	NM_004154	P2RY6	pyrimidinergic receptor P2Y, G-protein coupled, 6	602451	11	11q13.5
DAP4_5650	10141	NM_005750 ; NP_005741	NM_005750	C4orf6	chromosome 4 open reading frame 6	NA	4	4p16.1
DAP4_5653	80344	NM_025230 ; NP_079506 ; NM_181357 ; NP_852002	NM_025230	WDR23	WD repeat domain 23	NA	14	14q12
DAP4_5655	5053	NM_000277 ; NP_000268	NM_000277	PAH	phenylalanine hydroxylase	261600	12	12q22-q24.2
DAP4_5660	10949	NM_006805 ; NP_006796	NM_006805	HNRPA0	heterogeneous nuclear ribonucleoprotein A0	609409	5	5q31
DAP4_5664	6372	NM_002993 ; NP_002984	NM_002993	CXCL6	chemokine (C-X-C motif) ligand 6 (granulocyte chemotactic protein 2)	138965	4	4q21
DAP4_5669	2784	NM_002075 ; NP_002066	NM_002075	GNB3	guanine nucleotide binding protein (G protein), beta polypeptide 3	139130 ; 145500	12	12p13
DAP4_5670	875	NM_000071 ; NP_000062	NM_000071	CBS	cystathionine-beta-synthase	236200	21	21q22.3
DAP4_5672	4207	NM_005919 ; NP_005910	NM_005919	MEF2B	myocyte enhancer factor 2B	600661	19	19p12
DAP4_5678	63940	NM_022107 ; NP_071390	NM_022107	GPSM3	G-protein signalling modulator 3 (AGS3-like, C. elegans)	NA	6	6p21.3
DAP4_5679	64087	NM_022132 ; NP_071415	NM_022132	MCCC2	methylcrotonoyl-Coenzyme A carboxylase 2 (beta)	210210 ; 609014	5	5q12-q13
DAP4_5683	5451	NM_002697 ; NP_002688	NM_002697	POU2F1	POU domain, class 2, transcription factor 1	164175	1	1q22-q23
DAP4_5686	8916	NM_014606 ; NP_055421	NM_014606	HERC3	hect domain and RLD 3	605200	4	4q21
DAP4_5688	1266	NM_001839 ; NP_001830	NM_001839	CNN3	calponin 3, acidic	602374	1	1p22-p21
DAP4_5698	4522	NM_005956 ; NP_005947	NM_005956	MTHFD1	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase	172460 ; 601634	14	14q24
DAP4_5700	7644	NM_003430 ; NP_003421	NM_003430	ZNF91	zinc finger protein 91	603971	19	19p13.1-p12
DAP4_5708	8170	NM_007163 ; NP_009094	NM_007163	SLC14A2	solute carrier family 14 (urea transporter), member 2	601611	18	18q12.1-q21.1
DAP4_5710	10557	NM_006414 ; NP_006405 ; NM_183005 ; NP_892117	NM_006414	RPP38	ribonuclease P/MRP 38kDa subunit	606116	10	10p13
DAP4_5715	397	NM_001175 ; NP_001166	NM_001175	ARHGDIB	Rho GDP dissociation inhibitor (GDI) beta	602843	12	12p12.3
DAP4_5716	86	NM_004301 ; NP_004292 ; NM_177989 ; NP_817126 ; NM_178042 ; NP_829888	NM_004301	ACTL6A	actin-like 6A	604958	3	3q26.33
DAP4_5719	2909	NM_004491 ; NP_004482	NM_004491	GRLF1	glucocorticoid receptor DNA binding factor 1	605277	19	19q13.3
DAP4_5723	4919	NM_001083592 ; NP_001077061 ; NM_005012 ; NP_005003	NM_001083592	ROR1	receptor tyrosine kinase-like orphan receptor 1	602336	1	1p32-p31
DAP4_5724	66008	NM_015049 ; NP_055864	NM_015049	TRAK2	trafficking protein, kinesin binding 2	607334	2	2q33
DAP4_5725	22822	NM_007350 ; NP_031376	NM_007350	PHLDA1	pleckstrin homology-like domain, family A, member 1	605335	12	12q15
DAP4_5733	5566	NM_002730 ; NP_002721 ; NM_207518 ; NP_997401	NM_002730	PRKACA	protein kinase, cAMP-dependent, catalytic, alpha	601639	19	19p13.1
DAP4_5734	3135	; NM_002127 ; NP_002118	NM_002127	HLA-G	HLA-G histocompatibility antigen, class I, G	142871 ; 600807	6	6p21.3
DAP4_5735	22853	NM_014916 ; NP_055731	NM_014916	LMTK2	lemur tyrosine kinase 2	610989	7	7q21.3
DAP4_5736	5387	NM_001003686 ; NP_001003686 ; NM_005395 ; NP_005386	NM_001003686	PMS2L3	postmeiotic segregation increased 2-like 3	NA	7	7q11.23
DAP4_5739	975	NM_004356 ; NP_004347	NM_004356	CD81	CD81 molecule	186845	11	11p15.5
DAP4_5741	7153	NM_001067 ; NP_001058	NM_001067	TOP2A	topoisomerase (DNA) II alpha 170kDa	126430	17	17q21-q22
DAP4_5744	5707	NM_002807 ; NP_002798	NM_002807	PSMD1	proteasome (prosome, macropain) 26S subunit, non-ATPase, 1	NA	2	2q37.1
DAP4_5750	3948	NM_002301 ; NP_002292 ; NM_017448 ; NP_059144	NM_002301	LDHC	lactate dehydrogenase C	150150	11	11p15.5-p15.3
DAP4_5754	27020	NM_012428 ; NP_036560 ; NM_017455 ; NP_059429	NM_012428	NPTN	neuroplastin	NA	15	15q22
DAP4_5759	10096	NM_005721 ; NP_005712	NM_005721	ACTR3	ARP3 actin-related protein 3 homolog (yeast)	604222	2	2q14.1
DAP4_5764	710	NM_000062 ; NP_000053 ; NM_001032295 ; NP_001027466	NM_000062	SERPING1	serpin peptidase inhibitor, clade G (C1 inhibitor), member 1, (angioedema, hereditary)	106100 ; 606860	11	11q12-q13.1
DAP4_5768	37	NM_000018 ; NP_000009 ; NM_001033859 ; NP_001029031	NM_000018	ACADVL	acyl-Coenzyme A dehydrogenase, very long chain	201475 ; 609575	17	17p13-p11
DAP4_5769	5289	NM_002647 ; NP_002638	NM_002647	PIK3C3	phosphoinositide-3-kinase, class 3	602609	18	18q12.3
DAP4_5784	8988	NM_006308 ; NP_006299	NM_006308	HSPB3	heat shock 27kDa protein 3	604624	5	5q11.2
DAP4_5786	3866	NM_002275 ; NP_002266	NM_002275	KRT15	keratin 15	148030	17	17q21.2
DAP4_5788	6567	NM_006517 ; NP_006508	NM_006517	SLC16A2	solute carrier family 16, member 2 (monocarboxylic acid transporter 8)	300095 ; 300523	X	Xq13.2
DAP4_5790	9289	NM_005682 ; NP_005673 ; NM_201524 ; NP_958932 ; NM_201525 ; NP_958933	NM_005682	GPR56	G protein-coupled receptor 56	604110 ; 606854	16	16q12.2-q21
DAP4_5798	890	NM_001237 ; NP_001228	NM_001237	CCNA2	cyclin A2	123835	4	4q25-q31
DAP4_5799	2201	NM_001999 ; NP_001990	NM_001999	FBN2	fibrillin 2 (congenital contractural arachnodactyly)	121050	5	5q23-q31
DAP4_5800	2842	NM_006143 ; NP_006134	NM_006143	GPR19	G protein-coupled receptor 19	602927	12	12p12.3
DAP4_5801	56099	; NM_018927 ; NP_061750 ; NM_032101 ; NP_115272	NM_018927	PCDHGB7	protocadherin gamma subfamily B, 7	606304	5	5q31
DAP4_5806	55568	NM_017540 ; NP_060010 ; NM_198321 ; NP_938080	NM_017540	GALNT10	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 10 (GalNAc-T10)	608043	5	5q33.2
DAP4_5815	3790	NM_002252 ; NP_002243	NM_002252	KCNS3	potassium voltage-gated channel, delayed-rectifier, subfamily S, member 3	603888	2	2p24
DAP4_5816	3910	NM_002290 ; NP_002281	NM_002290	LAMA4	laminin, alpha 4	600133	6	6q21
DAP4_5817	49	NM_001097 ; NP_001088	NM_001097	ACR	acrosin	102480	22	22q13-qter ; 22q13.33
DAP4_5823	10493	NM_006373 ; NP_006364	NM_006373	VAT1	vesicle amine transport protein 1 homolog (T. californica)	604631	17	17q21
DAP4_5829	4146	NM_002379 ; NP_002370	NM_002379	MATN1	matrilin 1, cartilage matrix protein	115437	1	1p35
DAP4_5834	3685	NM_002210 ; NP_002201	NM_002210	ITGAV	integrin, alpha V (vitronectin receptor, alpha polypeptide, antigen CD51)	193210	2	2q31-q32
DAP4_5839	6363	NM_006274 ; NP_006265	NM_006274	CCL19	chemokine (C-C motif) ligand 19	602227	9	9p13
DAP4_5842	6731	NM_006947 ; NP_008878	NM_006947	SRP72	signal recognition particle 72kDa	602122	4	4q11
DAP4_5846	7189	NM_004620 ; NP_004611 ; NM_145803 ; NP_665802	NM_004620	TRAF6	TNF receptor-associated factor 6	602355	11	11p12
DAP4_5851	1119	NM_001277 ; NP_001268 ; NM_212469 ; NP_997634	NM_001277	CHKA	choline kinase alpha	118491	11	11q13.2
DAP4_5853	3627	NM_001565 ; NP_001556	NM_001565	CXCL10	chemokine (C-X-C motif) ligand 10	147310	4	4q21
DAP4_5854	4771	NM_000268 ; NP_000259 ; NM_016418 ; NP_057502 ; NM_181825 ; NP_861546 ; NM_181828 ; NP_861966 ; NM_181829 ; NP_861967 ; NM_181830 ; NP_861968 ; NM_181831 ; NP_861969 ; NM_181832 ; NP_861970 ; NM_181833 ; NP_861971	NM_000268	NF2	neurofibromin 2 (bilateral acoustic neuroma)	101000 ; 162091 ; 607174 ; 607379	22	22q12.2
DAP4_5858	10426	NM_006322 ; NP_006313	NM_006322	TUBGCP3	tubulin, gamma complex associated protein 3	NA	13	13q34
DAP4_5874	5141	NM_006202 ; NP_006193	NM_006202	PDE4A	phosphodiesterase 4A, cAMP-specific (phosphodiesterase E2 dunce homolog, Drosophila)	600126	19	19p13.2
DAP4_5877	3208	NM_002143 ; NP_002134	NM_002143	HPCA	hippocalcin	142622	1	1p35-p34.2
DAP4_5878	3785	NM_004518 ; NP_004509 ; NM_172106 ; NP_742104 ; NM_172107 ; NP_742105 ; NM_172108 ; NP_742106 ; NM_172109 ; NP_742107	NM_004518	KCNQ2	potassium voltage-gated channel, KQT-like subfamily, member 2	121200 ; 602235 ; 606437	20	20q13.3
DAP4_5879	8120	NM_004644 ; NP_004635	NM_004644	AP3B2	adaptor-related protein complex 3, beta 2 subunit	602166	15	15q
DAP4_5880	5424	NM_002691 ; NP_002682	NM_002691	POLD1	polymerase (DNA directed), delta 1, catalytic subunit 125kDa	174761	19	19q13.3
DAP4_5884	5871	NM_004579 ; NP_004570	NM_004579	MAP4K2	mitogen-activated protein kinase kinase kinase kinase 2	603166	11	11q13
DAP4_5885	1893	NM_004425 ; NP_004416 ; NM_022664 ; NP_073155	NM_004425	ECM1	extracellular matrix protein 1	247100 ; 602201	1	1q21
DAP4_5888	5350	NM_002667 ; NP_002658	NM_002667	PLN	phospholamban	172405 ; 609909	6	6q22.1
DAP4_5893	23144	NM_015117 ; NP_055932	NM_015117	ZC3H3	zinc finger CCCH-type containing 3	NA	8	8q24.3
DAP4_5894	55922	NM_017544 ; NP_060014	NM_017544	NKRF	NF-kappaB repressing factor	300440	X	Xq24
DAP4_5898	2202	NM_001039348 ; NP_001034437 ; NM_001039349 ; NP_001034438 ; NM_004105 ; NP_004096	NM_001039348	EFEMP1	EGF-containing fibulin-like extracellular matrix protein 1	126600 ; 601548	2	2p16
DAP4_5899	22843	NM_014906 ; NP_055721	NM_014906	PPM1E	protein phosphatase 1E (PP2C domain containing)	NA	17	17q22
DAP4_5906	9493	NM_004856 ; NP_004847 ; NM_138555 ; NP_612565	NM_004856	KIF23	kinesin family member 23	605064	15	15q23
DAP4_5910	6868	NM_003183 ; NP_003174	NM_003183	ADAM17	ADAM metallopeptidase domain 17 (tumor necrosis factor, alpha, converting enzyme)	603639	2	2p25
DAP4_5911	2526	NM_002033 ; NP_002024	NM_002033	FUT4	fucosyltransferase 4 (alpha (1,3) fucosyltransferase, myeloid-specific)	104230	11	11q21
DAP4_5915	3681	NM_005353 ; NP_005344	NM_005353	ITGAD	integrin, alpha D	602453	16	16p11.2
DAP4_5925	224	NM_000382 ; NP_000373 ; NM_001031806 ; NP_001026976	NM_000382	ALDH3A2	aldehyde dehydrogenase 3 family, member A2	270200 ; 609523	17	17p11.2
DAP4_5926	11329	NM_007271 ; NP_009202	NM_007271	STK38	serine/threonine kinase 38	606964	6	6p21
DAP4_5930	11075	NM_007029 ; NP_008960	NM_007029	STMN2	stathmin-like 2	600621	8	8q21.13
DAP4_5933	10669	NM_006569 ; NP_006560	NM_006569	CGREF1	cell growth regulator with EF-hand domain 1	606137	2	2p23.3
DAP4_5934	1802	NM_001039589 ; NP_001034678 ; NM_001384 ; NP_001375	NM_001039589	DPH2	DPH2 homolog (S. cerevisiae)	603456	1	1p34
DAP4_5935	3305	NM_005527 ; NP_005518	NM_005527	HSPA1L	heat shock 70kDa protein 1-like	140559	6	6p21.3
DAP4_5941	54861	NM_017719 ; NP_060189	NM_017719	SNRK	SNF related kinase	NA	3	3p22.1
DAP4_5943	6908	NM_003194 ; NP_003185	NM_003194	TBP	TATA box binding protein	168600 ; 600075 ; 607136	6	6q27
DAP4_5958	1660	NM_001357 ; NP_001348	NM_001357	DHX9	DEAH (Asp-Glu-Ala-His) box polypeptide 9	603115	1	1q25
DAP4_5959	6654	NM_005633 ; NP_005624	NM_005633	SOS1	son of sevenless homolog 1 (Drosophila)	135300 ; 182530 ; 610733	2	2p22-p21
DAP4_5960	7270	NM_007344 ; NP_031370	NM_007344	TTF1	transcription termination factor, RNA polymerase I	600777	9	9q34.13
DAP4_5961	5463	NM_002702 ; NP_002693	NM_002702	POU6F1	POU domain, class 6, transcription factor 1	NA	12	12q13.13
DAP4_5962	6422	NM_003012 ; NP_003003	NM_003012	SFRP1	secreted frizzled-related protein 1	604156	8	8p12-p11.1
DAP4_5965	2535	NM_001466 ; NP_001457	NM_001466	FZD2	frizzled homolog 2 (Drosophila)	600667	17	17q21.1
DAP4_5966	7371	NM_012474 ; NP_036606	NM_012474	UCK2	uridine-cytidine kinase 2	609329	1	1q23
DAP4_5968	23246	NM_015201 ; NP_056016	NM_015201	BOP1	block of proliferation 1	610596	8	8q24.3
DAP4_5973	3300	NM_001039550 ; NP_001034639 ; NM_006736 ; NP_006727	NM_001039550	DNAJB2	DnaJ (Hsp40) homolog, subfamily B, member 2	604139	2	2q32-q34
DAP4_5981	4904	NM_004559 ; NP_004550	NM_004559	YBX1	Y box binding protein 1	154030	1	1p34
DAP4_5982	4267	NM_002414 ; NP_002405	NM_002414	CD99	CD99 molecule	313470 ; 450000	X ; Y	Xp22.32 ; Yp11.3
DAP4_5985	1028	NM_000076 ; NP_000067	NM_000076	CDKN1C	cyclin-dependent kinase inhibitor 1C (p57, Kip2)	130650 ; 600856	11	11p15.5
DAP4_5988	7456	NM_001077269 ; NP_001070737 ; NM_003387 ; NP_003378	NM_001077269	WIPF1	WAS/WASL interacting protein family, member 1	602357	2	2q31.1
DAP4_5997	9750	NM_015864 ; NP_056948	NM_015864	C6orf32	chromosome 6 open reading frame 32	NA	6	6p22.3-p21.32
DAP4_6002	23635	NM_012446 ; NP_036578	NM_012446	SSBP2	single-stranded DNA binding protein 2	607389	5	5q14.1
DAP4_6004	953	NM_001776 ; NP_001767	NM_001776	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1	601752	10	10q24
DAP4_6007	8065	NM_003478 ; NP_003469	NM_003478	CUL5	cullin 5	601741	11	11q22-q23
DAP4_6012	130	NM_000672 ; NP_000663	NM_000672	ADH6	alcohol dehydrogenase 6 (class V)	103735	4	4q23
DAP4_6015	1141	NM_000748 ; NP_000739	NM_000748	CHRNB2	cholinergic receptor, nicotinic, beta 2 (neuronal)	118507 ; 605375	1	1q21.3
DAP4_6016	5213	NM_000289 ; NP_000280	NM_000289	PFKM	phosphofructokinase, muscle	232800 ; 610681	12	12q13.3
DAP4_6020	283135	NM_173578 ; NP_775849	NM_173578	C11orf72	chromosome 11 open reading frame 72	NA	11	11q13.2
DAP4_6021	2168	NM_001443 ; NP_001434	NM_001443	FABP1	fatty acid binding protein 1, liver	134650	2	2p11
DAP4_6030	433	NM_001181 ; NP_001172 ; NM_080912 ; NP_550434 ; NM_080913 ; NP_550435 ; NM_080914 ; NP_550436	NM_001181	ASGR2	asialoglycoprotein receptor 2	108361	17	17p
DAP4_6034	10302	NM_006049 ; NP_006040	NM_006049	SNAPC5	small nuclear RNA activating complex, polypeptide 5, 19kDa	605979	15	15q22.31
DAP4_6035	10782	NM_016324 ; NP_057408 ; NM_016325 ; NP_057409 ; NM_133502 ; NP_598009	NM_016324	ZNF274	zinc finger protein 274	605467	19	19qter
DAP4_6038	4666	NM_005594 ; NP_005585	NM_005594	NACA	nascent polypeptide-associated complex alpha subunit	601234	12	12q23-q24.1
DAP4_6041	23189	NM_015158 ; NP_055973 ; NM_153186 ; NP_694856	NM_015158	ANKRD15	ankyrin repeat domain 15	607704	9	9p24.3
DAP4_6048	5538	NM_000310 ; NP_000301	NM_000310	PPT1	palmitoyl-protein thioesterase 1 (ceroid-lipofuscinosis, neuronal 1, infantile)	256730 ; 600722	1	1p32
DAP4_6052	23464	NM_014291 ; NP_055106	NM_014291	GCAT	glycine C-acetyltransferase (2-amino-3-ketobutyrate coenzyme A ligase)	607422	22	22q13.1
DAP4_6059	6575	NM_006749 ; NP_006740	NM_006749	SLC20A2	solute carrier family 20 (phosphate transporter), member 2	158378	8	8p12-p11
DAP4_6060	5454	NM_005604 ; NP_005595	NM_005604	POU3F2	POU domain, class 3, transcription factor 2	600494	6	6q16
DAP4_6062	4224	NM_005588 ; NP_005579	NM_005588	MEP1A	meprin A, alpha (PABA peptide hydrolase)	600388	6	6p12-p11
DAP4_6068	219	NM_000692 ; NP_000683	NM_000692	ALDH1B1	aldehyde dehydrogenase 1 family, member B1	100670	9	9p11.1
DAP4_6070	3067	NM_002112 ; NP_002103	NM_002112	HDC	histidine decarboxylase	142704	15	15q21-q22
DAP4_6078	706	NM_000714 ; NP_000705 ; NM_007311 ; NP_009295	NM_000714	TSPO	translocator protein (18kDa)	109610	22	22q13.31
DAP4_6080	9367	NM_004251 ; NP_004242	NM_004251	RAB9A	RAB9A, member RAS oncogene family	300284	X	Xp22.2
DAP4_6082	7453	NM_004184 ; NP_004175 ; NM_173701 ; NP_776049 ; NM_213645 ; NP_998810 ; NM_213646 ; NP_998811	NM_004184	WARS	tryptophanyl-tRNA synthetase	191050	14	14q32.31
DAP4_6085	3117	XM_001134217 ; XP_001134217 ; XM_936128 ; XP_941221 ; XM_936213 ; XP_941306 ; NM_002122 ; NP_002113	XM_001134217	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1	146880	6	6p21.3
